text,question,answer,answer_start
"Scottsdale is a desert city in Arizona east of state capital Phoenix. It's known for its spa resorts and golf courses, including TPC Scottsdale. Farther north, trails wind through McDowell Sonoran Preserve, a desertscape of hills, rock formations and cacti. Nearby is Taliesin West, architect Frank Lloyd Wright�s former home and studio. Downtown's Old Town Scottsdale has 1920s buildings and 19th-century olive trees.",What are some of the major attractions in Scottsdale Arizona?,"Farther north, trails wind through McDowell Sonoran Preserve, a desertscape of hills, rock formations and cacti. Nearby is Taliesin West, architect Frank Lloyd Wright�s former home and studio. Downtown's Old Town Scottsdale has 1920s buildings and 19th-century olive trees",145
"Baton Rouge is a city on the Mississippi River, and the capital of Louisiana. Antebellum landmarks include the castle-like Old Louisiana State Capitol, now a museum, and Magnolia Mound Plantation, with its French Creole house. LSU Rural Life Museum is a complex of refurbished buildings illustrating 18th- and 19th-century life. On the river, the USS Kidd is a retired WWII destroyer that is now a museum.",Which state is the city in?,Louisiana,67
"Baton Rouge is a city on the Mississippi River, and the capital of Louisiana. Antebellum landmarks include the castle-like Old Louisiana State Capitol, now a museum, and Magnolia Mound Plantation, with its French Creole house. LSU Rural Life Museum is a complex of refurbished buildings illustrating 18th- and 19th-century life. On the river, the USS Kidd is a retired WWII destroyer that is now a museum.","Where is the city located?
",a city on the Mississippi River,15
"Baton Rouge is a city on the Mississippi River, and the capital of Louisiana. Antebellum landmarks include the castle-like Old Louisiana State Capitol, now a museum, and Magnolia Mound Plantation, with its French Creole house. LSU Rural Life Museum is a complex of refurbished buildings illustrating 18th- and 19th-century life. On the river, the USS Kidd is a retired WWII destroyer that is now a museum.",What is the city?,Baton Rouge ,0
"Baton Rouge is a city on the Mississippi River, and the capital of Louisiana. Antebellum landmarks include the castle-like Old Louisiana State Capitol, now a museum, and Magnolia Mound Plantation, with its French Creole house. LSU Rural Life Museum is a complex of refurbished buildings illustrating 18th- and 19th-century life. On the river, the USS Kidd is a retired WWII destroyer that is now a museum.","What is the city known for?
","landmarks include the castle-like Old Louisiana State Capitol, now a museum, and Magnolia Mound Plantation, with its French Creole house. LSU Rural Life Museum is a complex of refurbished buildings illustrating 18th- and 19th-century life. On the river, the USS Kidd is a retired WWII destroyer that is now a museum",89
"San Bernardino is a city in California, east of Los Angeles. Ancient Egyptian relics are on display at the Robert and Frances Fullerton Museum of Art, at California State University, San Bernardino. In the city center, Seccombe Lake Park offers playgrounds and fishing. Silverwood Lake, backed by mountains, is to the north. The resort town of Big Bear Lake, in San Bernardino National Forest, is northeast of the city.�",Which state is the city in?,California,28
"San Bernardino is a city in California, east of Los Angeles. Ancient Egyptian relics are on display at the Robert and Frances Fullerton Museum of Art, at California State University, San Bernardino. In the city center, Seccombe Lake Park offers playgrounds and fishing. Silverwood Lake, backed by mountains, is to the north. The resort town of Big Bear Lake, in San Bernardino National Forest, is northeast of the city.�","Where is the city located?
",east of Los Angeles,40
"San Bernardino is a city in California, east of Los Angeles. Ancient Egyptian relics are on display at the Robert and Frances Fullerton Museum of Art, at California State University, San Bernardino. In the city center, Seccombe Lake Park offers playgrounds and fishing. Silverwood Lake, backed by mountains, is to the north. The resort town of Big Bear Lake, in San Bernardino National Forest, is northeast of the city.�",What is the city?,San Bernardino,0
"San Bernardino is a city in California, east of Los Angeles. Ancient Egyptian relics are on display at the Robert and Frances Fullerton Museum of Art, at California State University, San Bernardino. In the city center, Seccombe Lake Park offers playgrounds and fishing. Silverwood Lake, backed by mountains, is to the north. The resort town of Big Bear Lake, in San Bernardino National Forest, is northeast of the city.�","What is the city known for?
"," Ancient Egyptian relics are on display at the Robert and Frances Fullerton Museum of Art, at California State University, San Bernardino. In the city center, Seccombe Lake Park offers playgrounds and fishing. Silverwood Lake, backed by mountains, is to the north. The resort town of Big Bear Lake, in San Bernardino National Forest, is northeast of the city.",60
"Boise is the capital city of Idaho. The Boise River Greenbelt is a series of tree-dotted trails and parks hugging the water's edge. In an art deco building, downtown�s Boise Art Museum has contemporary works and an outdoor sculpture garden. The grand, sandstone Idaho State Capitol Building is nearby. The Old Idaho Penitentiary contains 19th-century prison cells and gallows, plus historic military weaponry.",Which state is the city in?, Idaho,28
"Boise is the capital city of Idaho. The Boise River Greenbelt is a series of tree-dotted trails and parks hugging the water's edge. In an art deco building, downtown�s Boise Art Museum has contemporary works and an outdoor sculpture garden. The grand, sandstone Idaho State Capitol Building is nearby. The Old Idaho Penitentiary contains 19th-century prison cells and gallows, plus historic military weaponry.",What is the city?,Boise,0
"Boise is the capital city of Idaho. The Boise River Greenbelt is a series of tree-dotted trails and parks hugging the water's edge. In an art deco building, downtown�s Boise Art Museum has contemporary works and an outdoor sculpture garden. The grand, sandstone Idaho State Capitol Building is nearby. The Old Idaho Penitentiary contains 19th-century prison cells and gallows, plus historic military weaponry.","What is the city known for?
",Boise River Greenbelt is a series of tree-dotted trails and parks hugging the water's edge,40
